symbol	Biffle	CAR_MplusCHLA_3	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2
DEFB124	0	0	0	0	0	0	0
DEFB125	0	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0	0
DEFB130A	0	0	0	0	0	0	0
DEFB130B	0	0	0	0	0	0	0
DEFB131A	0	0	0	0	0	0	0
DEFB131B	0	0	0	0	0	0	0
DEFB132	0	0	0	0	0	0	0
DEFB133	0	0	0	0	0	0	0
DEFB134	0	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0	0
DEFB136	0	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0	0
DEFB4B	0	0	0	0	0	0	0
DEFT1P	0	0	0	0	0	0	0
DEFT1P2	0	0	0	0	0	0	0
DEGS1	356	7209	356	5247	6418	3263	7804
DEGS2	0	0	0	0	0	0	0
DEK	1937	12321	1937	8158	6587	3421	10610
DELE1	485	1620	485	1660	1378	844	1570
DENND1A	830	2043	830	1755	2950	991	2068
DENND1B	0	511	0	396	185	158	265
DENND1C	297	1472	297	1080	1332	570	581
DENND2A	19	33	19	90	6	2	15
DENND2C	0	84	0	0	0	0	0
DENND2D	968	4400	968	5089	5444	2307	4983
DENND3	720	2863	720	2417	1639	1728	2388
DENND4A	508	846	508	1402	710	397	806
DENND4B	344	3801	344	3886	4111	1042	4970
DENND4C	1182	3290	1182	3462	2604	1247	2958
DENND5A	291	1815	291	1530	1154	331	1848
DENND5B	651	347	651	791	459	0	205
DENND5B-AS1	0	0	0	1	0	0	0
DENND6A	398	3166	398	2613	2836	1139	3413
DENND6A-DT	0	0	0	1	0	0	2
DENND6B	0	137	0	208	74	176	137
DENR	2129	9629	2129	8709	10895	4140	9451
DEPDC1	1	1187	1	324	164	328	1544
DEPDC1-AS1	0	4	0	0	0	0	0
DEPDC1B	321	1518	321	432	269	430	1339
DEPDC4	40	22	40	5	174	3	39
DEPDC5	303	343	303	728	831	279	721
DEPDC7	0	115	0	334	115	369	284
DEPP1	0	68	0	0	1	0	0
DEPTOR	0	184	0	255	94	195	174
DERA	919	3064	919	3994	4930	1835	3177
DERL1	1448	7439	1448	8528	9239	3979	7838
DERL2	722	2943	722	3519	4282	724	3422
DERL3	0	85	0	0	0	189	2
DES	0	0	0	84	1	0	0
DESI1	995	2193	995	1478	1640	298	1333
DESI2	904	3893	904	2505	3497	1909	3971
DET1	0	1	0	163	0	0	279
DEUP1	0	0	0	0	0	0	0
DEXI	847	530	847	1089	870	423	697
DFFA	2429	2703	2429	1575	2136	1708	2992
DFFB	6	196	6	193	76	49	331
DGAT1	492	870	492	1054	593	559	561
DGAT2	0	79	0	89	0	0	0
DGAT2L6	0	0	0	0	0	0	0
DGCR10	0	0	0	0	0	0	0
DGCR11	0	65	0	35	0	318	29
DGCR2	1986	3355	1986	2448	2040	1591	3561
DGCR5	0	0	0	0	0	0	0
DGCR6	0	90	0	0	0	0	0
DGCR6L	566	583	566	933	1032	771	705
DGCR8	385	1340	385	1535	1931	380	1377
DGCR9	0	0	0	0	0	0	0
DGKA	582	284	582	892	347	0	399
DGKB	0	72	0	33	132	2	80
DGKD	231	839	231	310	519	591	443
DGKE	22	424	22	650	339	4	109
DGKG	0	0	0	215	0	278	0
DGKH	1880	778	1880	454	1195	1	735
DGKI	167	379	167	447	395	186	779
DGKK	0	0	0	0	0	0	0
DGKQ	0	564	0	520	444	248	757
DGKZ	1646	3483	1646	3388	3166	2303	3544
DGLUCY	583	2934	583	2437	2153	880	2615
DGUOK	109	1108	109	956	832	137	938
DGUOK-AS1	0	74	0	0	0	0	0
DHCR24	11335	31685	11335	24078	26388	16740	25623
DHCR7	812	2814	812	1468	1495	1534	1913
DHDDS	4791	7436	4791	5112	3418	3283	5025
DHDH	0	0	0	94	183	0	0
DHFR	4047	8233	4047	6805	6781	2951	8037
DHFR2	462	1242	462	389	613	400	1078
DHFRP3	0	0	0	0	0	0	0
DHH	171	2	171	0	0	0	1
DHODH	0	882	0	844	439	658	917
DHPS	545	888	545	750	1199	1030	1287
DHRS1	1489	2002	1489	1980	1418	612	2396
DHRS11	1	53	1	0	75	0	1
DHRS12	0	289	0	361	267	0	215
DHRS13	622	306	622	958	342	1	209
DHRS2	0	0	0	0	0	0	0
DHRS3	269	2522	269	1868	2373	812	1905
DHRS4	1677	3119	1677	4119	4017	617	2764
DHRS4-AS1	13	562	13	151	201	0	395
DHRS4L1	0	0	0	0	2	428	172
DHRS4L2	2205	3470	2205	3656	4597	565	3464
DHRS7	2817	9121	2817	15903	15006	3250	8771
DHRS7B	367	1090	367	749	787	1129	1285
DHRS7C	0	0	0	0	0	0	0
DHRS9	1	0	1	93	212	0	8
DHRSX	737	1430	737	1206	1310	1325	823
DHTKD1	1003	1500	1003	1259	1827	405	1682
DHX15	1427	6073	1427	5001	6751	3062	6281
DHX16	1536	4696	1536	2686	3801	1243	3471
DHX29	390	1472	390	1849	1439	205	1642
DHX30	540	2583	540	2282	1743	326	2119
DHX32	549	1312	549	1317	1026	235	1113
DHX33	209	734	209	480	810	196	679
DHX34	165	1169	165	1191	1409	595	915
DHX35	288	739	288	229	438	372	999
DHX36	644	3031	644	2607	2084	140	2271
DHX37	358	1985	358	1750	1845	559	2284
DHX38	986	8186	986	3804	4389	2803	7426
DHX40	102	1613	102	1340	1899	6	1735
DHX57	77	1884	77	1152	1287	713	2003
DHX58	126	239	126	131	51	0	565
DHX8	197	1837	197	1272	1009	401	1840
DHX9	3089	12770	3089	11433	14440	3633	10901
DIABLO	660	3929	660	3316	2563	1073	3977
DIAPH1	2498	16019	2498	11006	13619	6004	15213
DIAPH2	700	1928	700	2684	1461	612	1824
DIAPH2-AS1	25	0	25	3	0	75	0
DIAPH3	351	981	351	666	706	193	1232
DIAPH3-AS1	0	0	0	0	0	0	0
DIAPH3-AS2	0	0	0	0	0	0	0
DICER1	993	5836	993	3680	4157	2273	4488
DICER1-AS1	179	0	179	0	0	0	0
DIDO1	221	2358	221	1597	1571	1172	2264
DIGIT	0	0	0	0	0	0	0
DIMT1	220	1446	220	1737	1388	139	1499
DINOL	0	0	0	0	0	0	35
DIO1	0	129	0	0	0	0	49
DIO2	0	148	0	0	0	1	111
DIO2-AS1	0	0	0	0	0	0	1
DIO3	0	0	0	0	0	0	0
DIO3OS	0	0	0	0	0	0	0
DIP2A	372	1648	372	1676	1464	351	2974
DIP2A-IT1	0	0	0	0	7	0	0
DIP2B	392	3632	392	3139	3369	485	2742
DIP2C	117	185	117	275	868	1	116
DIRAS1	733	4160	733	3400	3490	1558	3630
DIRAS2	0	0	0	0	0	0	0
DIRAS3	0	0	0	0	0	0	0
DIRC1	0	0	0	0	3	0	0
DIRC2	1777	7071	1777	5862	6814	3457	6592
DIRC3	0	0	0	0	0	0	0
DIRC3-AS1	0	0	0	0	0	0	0
DIS3	1160	1714	1160	882	1905	1202	2905
DIS3L	650	2890	650	2235	1882	976	1580
DIS3L2	0	1094	0	1233	772	606	933
DISC1	335	666	335	797	327	442	886
DISC1-IT1	63	21	63	0	1	2	0
DISC1FP1	0	0	0	0	1	0	0
DISC2	8	0	8	4	15	0	2
DISP1	382	636	382	1239	840	666	526
DISP2	0	0	0	86	26	0	0
DISP3	0	0	0	0	0	0	0
DIXDC1	4	0	4	73	86	0	43
DKC1	3187	9006	3187	6689	8106	1845	8603
DKFZP434A062	0	1	0	0	0	0	0
DKFZP434H168	0	0	0	0	0	0	0
DKFZP434K028	0	0	0	0	0	0	0
DKFZP586I1420	685	463	685	542	677	65	817
DKFZp434L192	0	0	0	0	0	0	0
DKFZp451B082	0	0	0	0	0	0	54
DKFZp779M0652	0	0	0	0	0	0	46
DKK1	0	0	0	0	71	0	0
DKK2	1	468	1	225	0	166	225
DKK3	0	1	0	151	155	0	1
DKK4	0	0	0	0	0	0	0
DKKL1	0	0	0	0	0	0	0
DLAT	612	3004	612	1708	2122	391	1474
DLC1	0	236	0	401	365	1	282
DLD	3146	26016	3146	16700	18748	8260	28190
DLEC1	0	0	0	49	74	0	0
DLEU1	15	164	15	169	336	189	155
DLEU1-AS1	0	0	0	0	0	0	0
DLEU2	115	337	115	1	58	13	385
DLEU2L	0	0	0	0	0	11	0
DLEU7	0	444	0	367	504	160	826
DLEU7-AS1	0	63	0	1	0	254	63
DLG1	14	1722	14	1205	699	572	1316
DLG1-AS1	0	0	0	0	0	0	0
DLG2	0	0	0	0	0	0	0
DLG3	0	1	0	0	0	0	1
DLG3-AS1	0	0	0	0	0	0	0
DLG4	58	1612	58	779	886	337	1582
DLG5	1	72	1	171	331	2	361
DLG5-AS1	0	1	0	3	0	0	6
DLGAP1	0	0	0	0	0	0	0
DLGAP1-AS1	0	106	0	0	107	0	111
DLGAP1-AS2	1148	13	1148	0	114	15	3
DLGAP1-AS3	0	0	0	0	0	0	0
DLGAP1-AS4	0	0	0	0	0	0	0
DLGAP1-AS5	0	0	0	0	0	0	0
DLGAP2	0	0	0	0	0	0	0
DLGAP2-AS1	0	0	0	0	0	0	0
DLGAP3	2	17	2	0	0	9	54
DLGAP4	270	1307	270	1319	1386	628	1784
DLGAP4-AS1	0	0	0	0	0	0	0
DLGAP5	2	6861	2	860	1082	3064	6925
DLK1	1	2	1	2	0	0	1
DLK2	0	29	0	3	2	0	0
DLL1	0	0	0	49	99	120	29
DLL3	0	0	0	0	76	0	0
DLL4	0	0	0	0	0	0	96
DLST	1041	4542	1041	4027	3835	1145	3335
DLSTP1	0	0	0	0	0	0	0
DLX1	0	0	0	1	0	0	0
DLX2	0	0	0	0	0	0	0
DLX2-DT	0	0	0	0	0	0	0
DLX3	0	0	0	0	0	0	0
DLX4	0	9	0	0	75	0	0
DLX5	0	72	0	0	186	0	43
DLX6	0	0	0	0	0	0	0
DLX6-AS1	52	54	52	0	0	0	29
DM1-AS	0	0	0	0	0	0	0
DMAC1	1519	2008	1519	2532	3296	1890	1821
DMAC2	1173	2145	1173	2587	2378	2260	2503
DMAP1	1733	1213	1733	808	943	562	1047
DMBT1	0	0	0	0	0	0	0
DMBT1P1	3	105	3	1	0	0	2
DMBX1	12	0	12	0	2	0	1
DMC1	240	174	240	109	118	0	206
DMD	1	36	1	7	13	0	104
DMGDH	0	0	0	0	0	0	0
DMKN	0	0	0	0	0	0	0
DMP1	0	0	0	0	0	0	0
DMPK	0	2	0	3	3	0	27
DMRT1	0	0	0	0	0	0	0
DMRT2	0	0	0	0	0	0	0
DMRT3	0	0	0	0	0	0	0
DMRTA1	0	0	0	69	0	0	0
DMRTA2	0	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0	0
DMRTC1	0	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0	0
DMRTC2	0	0	0	0	0	0	0
DMTF1	2	667	2	193	174	0	634
DMTN	1	0	1	0	0	0	2
DMWD	0	218	0	2	0	122	102
DMXL1	838	3144	838	2249	1559	1348	3369
DMXL2	519	2916	519	1230	1783	580	3223
DNA2	0	174	0	380	91	257	257
DNAAF1	0	0	0	0	0	0	0
DNAAF2	1	519	1	416	553	0	267
DNAAF3	0	0	0	0	0	0	0
DNAAF4	0	0	0	0	0	8	225
DNAAF4-CCPG1	884	777	884	1528	153	122	0
DNAAF5	115	701	115	501	663	224	320
DNAH1	0	0	0	33	0	0	89
DNAH10	0	0	0	0	0	0	0
DNAH11	0	0	0	0	0	0	0
DNAH12	0	0	0	0	0	0	0
DNAH14	149	105	149	316	289	0	56
DNAH17	0	0	0	0	68	0	38
DNAH17-AS1	3	10	3	1	0	2	1
DNAH2	0	1	0	0	0	0	1
DNAH3	0	0	0	0	0	0	0
DNAH5	1	0	1	0	0	0	0
DNAH6	0	0	0	0	0	0	0
DNAH7	0	0	0	0	0	0	0
DNAH8	0	0	0	0	0	0	0
DNAH9	0	0	0	0	0	0	0
DNAI1	0	0	0	0	0	0	0
DNAI2	0	0	0	0	0	0	0
DNAJA1	7208	34585	7208	29453	31474	8240	35781
DNAJA1P5	0	0	0	0	0	39	0
DNAJA2	1560	11441	1560	8458	7685	2735	10563
DNAJA3	1	1829	1	1098	1416	531	1040
DNAJA4	1	427	1	656	175	330	766
DNAJB1	1332	6506	1332	5925	5970	1760	4648
DNAJB11	11512	30031	11512	30559	29877	11583	29645
DNAJB12	1422	3498	1422	2829	2404	2445	3425
DNAJB13	9	6	9	0	3	0	2
DNAJB14	490	4920	490	3799	4752	1267	4860
DNAJB2	2697	3296	2697	2568	3069	1502	3928
DNAJB3	0	0	0	0	0	0	0
DNAJB4	0	1533	0	654	873	512	1427
DNAJB5	0	243	0	115	0	2	145
DNAJB5-DT	0	0	0	0	0	0	0
DNAJB6	7540	33299	7540	22786	27615	11403	37595
DNAJB7	0	0	0	0	0	0	0
DNAJB8	0	0	0	0	0	0	0
DNAJB8-AS1	0	0	0	0	0	0	0
DNAJB9	198	1610	198	1969	1438	105	2435
DNAJC1	688	2080	688	2231	1484	747	1707
DNAJC10	993	9315	993	8029	10742	3127	8767
DNAJC11	1673	5421	1673	5438	4782	2512	5952
DNAJC12	0	0	0	0	0	179	46
DNAJC13	507	3392	507	2014	2507	845	2726
DNAJC14	859	5505	859	3142	3967	2990	4982
DNAJC15	196	996	196	1606	1086	547	906
DNAJC16	338	1834	338	1462	974	192	1765
DNAJC17	159	1399	159	1008	462	634	1833
DNAJC18	178	105	178	130	11	5	134
DNAJC19	4	664	4	380	334	338	631
DNAJC2	4388	8609	4388	6800	4838	2865	7521
DNAJC21	614	8296	614	4419	3567	2416	7468
DNAJC22	62	4	62	30	2	9	53
DNAJC24	310	219	310	287	105	446	314
DNAJC25	1	1706	1	1205	855	459	1338
DNAJC25-GNG10	0	0	0	0	0	0	0
DNAJC27	0	155	0	296	220	0	106
DNAJC27-AS1	26	0	26	3	0	0	3
DNAJC28	0	0	0	0	0	120	55
DNAJC3	4034	14009	4034	14156	12823	3506	14536
DNAJC3-DT	0	15	0	60	0	0	33
DNAJC30	1	593	1	322	359	0	317
DNAJC4	153	608	153	595	458	752	620
DNAJC5	5087	19992	5087	18372	19189	8967	20381
DNAJC5B	3	194	3	0	57	45	299
DNAJC5G	9	0	9	0	1	0	0
DNAJC6	0	179	0	0	5	0	0
DNAJC7	3045	13128	3045	10546	7497	3643	14050
DNAJC8	1396	14466	1396	8804	9801	1543	12203
DNAJC9	1022	6028	1022	8933	6804	2489	6313
DNAJC9-AS1	10	0	10	22	0	7	63
DNAL1	1125	257	1125	492	48	213	659
DNAL4	21	434	21	298	171	177	246
DNALI1	84	153	84	72	0	0	75
DNASE1	209	14	209	3	100	384	13
DNASE1L1	148	1070	148	1549	995	234	832
DNASE1L2	0	0	0	0	0	0	0
DNASE1L3	0	0	0	0	0	0	0
DNASE2	1209	5523	1209	3404	3514	3019	5810
DNASE2B	0	0	0	0	0	0	0
DND1	0	258	0	85	57	125	0
DNER	0	0	0	0	0	0	0
DNHD1	1304	150	1304	97	1	0	17
DNLZ	321	283	321	464	0	1	270
DNM1	73	652	73	98	337	0	183
DNM1L	333	5779	333	3632	4419	1347	5374
DNM1P35	3	78	3	0	0	77	4
DNM1P41	0	1	0	3	0	0	0
DNM1P46	0	40	0	0	5	19	37
DNM1P50	0	0	0	0	0	0	0
DNM2	4168	12762	4168	10590	11551	5985	10880
DNM3	0	87	0	72	183	0	0
DNM3-IT1	0	0	0	0	0	0	0
DNM3OS	0	86	0	0	0	0	16
DNMBP	0	281	0	346	468	215	476
DNMBP-AS1	0	235	0	6	2	0	10
DNMT1	2468	11416	2468	6773	6323	2247	9760
DNMT3A	467	2358	467	1089	2545	556	2419
DNMT3B	0	358	0	94	183	0	250
DNMT3L	0	0	0	0	0	0	0
DNPEP	467	1588	467	1118	1584	719	1830
DNPH1	1453	3707	1453	3891	2958	1790	3555
DNTT	0	0	0	0	0	0	0
DNTTIP1	1017	2330	1017	1943	1381	853	2082
DNTTIP2	288	6136	288	3896	2874	1748	6332
DOC2A	0	0	0	0	0	0	39
DOC2B	0	0	0	0	0	0	0
DOC2GP	0	0	0	0	0	0	0
DOCK1	516	3861	516	3582	2784	391	4645
DOCK10	767	10227	767	7241	6437	2068	10827
DOCK11	1196	2039	1196	3090	4673	713	2667
DOCK2	1777	13214	1777	6597	8263	3546	10230
DOCK3	0	0	0	0	0	0	0
DOCK4	631	2758	631	2322	4973	1227	4318
DOCK4-AS1	0	0	0	0	0	0	0
DOCK5	220	732	220	747	239	469	612
DOCK6	0	0	0	1	150	1	0
DOCK7	724	6200	724	4845	7124	2333	7089
DOCK8	289	9869	289	9048	9684	2718	10211
DOCK9	0	0	0	0	2	0	1
DOCK9-AS1	0	0	0	0	0	0	0
DOCK9-DT	0	0	0	0	0	0	0
DOHH	470	554	470	448	168	498	362
DOK1	1509	4732	1509	4272	4427	2697	4350
DOK2	2102	10611	2102	7310	6262	4463	9206
DOK3	542	3680	542	3315	3110	2067	3380
DOK4	0	35	0	0	55	1	65
DOK5	0	0	0	0	0	0	0
DOK6	0	0	0	26	31	9	0
DOK7	0	0	0	0	0	0	0
DOLK	558	1486	558	1558	1515	722	1343
DOLPP1	801	3043	801	3117	2980	1757	3932
DONSON	1708	2632	1708	4394	3202	992	4149
DOP1A	1	255	1	395	528	528	308
DOP1B	334	1213	334	861	1960	1113	1238
DOT1L	4	2643	4	1677	1876	703	1705
DPAGT1	0	1414	0	1723	2137	395	1001
DPCD	0	253	0	314	383	154	481
DPEP1	0	0	0	0	0	0	0
DPEP2	150	676	150	277	70	422	708
DPEP2NB	0	0	0	0	0	0	0
DPEP3	0	0	0	0	0	0	0
DPF1	0	0	0	0	47	0	27
DPF2	217	1168	217	1178	804	834	1366
DPF3	0	768	0	56	70	105	231
DPH1	75	618	75	361	228	1	112
DPH2	727	817	727	1405	1730	590	725
DPH3	407	2546	407	2058	3109	973	2917
DPH3P1	129	71	129	186	130	92	80
DPH5	176	1783	176	1041	2036	172	1649
DPH6	142	419	142	664	629	385	669
DPH6-DT	0	0	0	0	0	0	0
DPH7	77	546	77	159	147	355	364
DPM1	429	3104	429	2956	3074	957	3178
DPM2	410	480	410	630	556	466	386
DPM3	13	64	13	56	1	189	113
DPP10	0	0	0	0	0	0	0
DPP10-AS1	0	0	0	0	0	0	0
DPP10-AS3	0	0	0	0	0	0	0
DPP3	1328	3559	1328	4996	4435	2946	3624
DPP4	3	9	3	150	78	4	39
DPP6	3	0	3	1	35	2	0
DPP7	5135	3852	5135	8197	5629	2673	2344
DPP8	1600	4281	1600	2721	3600	1197	5157
DPP9	6848	12292	6848	8466	8312	4395	10178
DPP9-AS1	0	50	0	0	0	0	0
DPPA2	0	0	0	0	0	0	1
DPPA2P3	0	0	0	0	0	0	0
DPPA3	0	0	0	0	0	0	0
DPPA4	0	1	0	0	79	0	0
DPPA5	0	0	0	0	0	0	0
DPRX	0	0	0	0	0	0	0
DPRXP4	0	50	0	0	0	0	55
DPT	0	40	0	1	1	0	128
DPY19L1	887	2447	887	2888	3309	697	2182
DPY19L1P1	0	0	0	82	5	0	23
DPY19L1P2	0	1	0	47	0	0	0
DPY19L2	0	0	0	0	0	0	0
DPY19L2P1	0	0	0	0	0	0	24
DPY19L2P2	155	148	155	79	80	6	67
DPY19L2P3	0	0	0	0	0	0	0
DPY19L2P4	0	0	0	0	0	0	0
DPY19L3	928	1974	928	2413	4201	719	1751
DPY19L4	748	1791	748	1409	1249	393	1657
DPY30	0	812	0	575	681	1	489
DPYD	115	2622	115	2075	2348	351	2822
DPYD-AS1	0	0	0	0	0	0	0
DPYD-AS2	0	0	0	0	0	0	0
DPYS	0	0	0	0	0	0	0
DPYSL2	1363	12639	1363	8007	7847	5631	12072
DPYSL3	0	44	0	0	1	0	71
DPYSL4	0	66	0	0	111	0	96
DPYSL5	42	0	42	0	0	0	1
DQX1	0	3	0	0	0	0	0
DR1	982	2834	982	2427	2234	474	2764
DRAIC	0	0	0	0	0	0	0
DRAM1	375	6941	375	2731	3655	1769	7590
DRAM2	2955	5738	2955	7965	7932	3183	6781
DRAP1	2608	3908	2608	4091	3404	981	4145
DRAXIN	0	0	0	0	0	0	0
DRC1	0	0	0	0	0	0	0
DRC3	0	0	0	0	57	0	3
DRC7	0	0	0	0	0	0	0
DRD1	0	0	0	0	0	0	0
DRD2	0	0	0	0	0	0	0
DRD3	0	0	0	0	0	0	0
DRD4	0	0	0	0	0	0	0
DRD5	0	0	0	0	0	0	0
DRD5P2	0	0	0	0	0	0	0
DRG1	1497	6349	1497	5937	6112	2385	5806
DRG2	153	840	153	1248	668	283	1310
DRGX	0	0	0	0	0	0	0
DRICH1	0	0	0	0	0	0	0
DROSHA	1646	4583	1646	3212	3113	970	5126
DRP2	0	0	0	0	0	0	0
DSC1	1	0	1	0	0	0	0
DSC2	197	4231	197	2184	3335	352	3510
DSC3	46	101	46	0	0	0	64
DSCAM	0	0	0	0	0	0	0
DSCAM-AS1	2	34	2	0	0	0	0
DSCAM-IT1	0	0	0	0	0	0	0
DSCAML1	0	0	0	0	0	0	0
DSCAS	0	0	0	0	0	0	0
DSCC1	293	156	293	610	746	129	574
DSCR10	0	0	0	0	0	0	0
DSCR4	0	0	0	0	0	0	0
DSCR8	0	0	0	0	0	0	0
DSCR9	0	0	0	0	0	0	0
DSE	204	2871	204	2067	2302	446	2757
DSEL	746	148	746	112	2	0	128
DSG1	0	0	0	0	0	0	0
DSG1-AS1	0	0	0	0	0	0	0
DSG2	10	50	10	18	9	8	55
DSG2-AS1	0	0	0	0	0	0	0
DSG3	0	0	0	28	0	73	52
DSG4	0	0	0	0	0	0	0
DSN1	1295	3884	1295	4066	4764	1127	3517
DSP	3	244	3	8	38	2	6
DSPP	0	0	0	0	0	0	0
DST	102	1640	102	1251	652	400	1511
DSTN	966	6801	966	5996	7704	4179	7841
DSTNP2	188	289	188	426	271	0	345
DSTYK	708	863	708	1516	665	575	996
DTD1	467	1590	467	1750	2013	1375	2358
DTD2	336	636	336	159	541	1	652
DTHD1	0	0	0	0	0	0	0
DTL	1601	2759	1601	5389	5355	1993	2353
DTNA	755	2459	755	1886	3261	1200	2424
DTNB	1511	2710	1511	3856	3930	1189	3308
DTNBP1	724	1901	724	1877	1439	1364	2343
DTWD1	0	187	0	161	0	55	453
DTWD2	243	1122	243	532	807	345	1176
DTX1	0	402	0	410	98	185	343
DTX2	595	2562	595	1705	2303	1512	2256
DTX2P1-UPK3BP1-PMS2P11	0	255	0	349	273	0	214
DTX3	0	87	0	1	0	0	0
DTX3L	906	5771	906	4322	5111	3502	6392
DTX4	1	752	1	172	145	159	908
DTYMK	2059	7978	2059	8156	4588	5745	7130
DUBR	0	0	0	0	1	0	0
DUOX1	0	0	0	0	0	0	0
DUOX2	2	7	2	7	14	2	8
DUOXA1	0	0	0	0	0	0	0
DUOXA2	0	1	0	1	0	0	1
DUPD1	0	0	0	0	0	0	0
DUS1L	1423	4661	1423	4130	4902	1881	3457
DUS2	339	1025	339	737	879	725	1384
DUS3L	1160	2159	1160	2062	2217	736	1699
DUS4L	291	190	291	216	331	194	153
DUSP1	0	402	0	89	780	170	697
DUSP10	341	2056	341	1706	1878	426	2154
DUSP11	120	1141	120	811	1277	314	1585
DUSP12	186	1141	186	715	953	154	870
DUSP13	0	0	0	0	0	0	0
DUSP14	0	244	0	345	178	0	289
DUSP15	0	0	0	0	0	0	0
DUSP16	192	482	192	559	360	150	677
DUSP18	350	483	350	412	414	0	132
DUSP19	56	210	56	1	4	0	5
DUSP2	137	159	137	182	76	0	304
DUSP21	0	0	0	0	0	0	0
DUSP22	251	3048	251	2937	3273	1726	3326
DUSP23	606	1019	606	905	739	266	694
DUSP26	0	0	0	0	66	0	0
DUSP27	1	365	1	428	380	0	344
DUSP28	89	73	89	63	0	0	42
DUSP3	3387	14702	3387	11133	12302	6267	14842
DUSP4	510	1596	510	1442	2197	716	1922
DUSP5	1	178	1	343	368	2	131
DUSP5P1	0	0	0	0	0	0	32
DUSP6	3784	13773	3784	9675	9920	6425	16449
DUSP7	619	1472	619	1857	1512	551	1186
DUSP8	18	59	18	128	170	142	59
DUSP9	0	0	0	0	0	0	0
DUT	898	5683	898	5184	3980	1960	7290
DUX4	0	0	0	0	0	0	0
DUXA	486	0	486	8	2	0	0
DUXAP10	6	0	6	0	0	0	0
DUXAP8	0	0	0	0	0	0	0
DUXAP9	3	3	3	5	0	0	48
DUXB	0	0	0	0	0	0	0
DVL1	321	483	321	817	394	339	476
DVL2	1	789	1	421	411	764	730
DVL3	324	1387	324	1629	1417	640	1228
DWORF	483	15	483	0	125	257	38
DXO	298	211	298	78	240	0	51
DYDC1	1	0	1	0	0	5	34
DYDC2	0	0	0	0	0	0	103
DYM	942	1252	942	1821	3024	696	1983
DYNAP	0	72	0	0	0	0	7
DYNC1H1	16433	32716	16433	32387	24881	14459	30023
DYNC1I1	0	78	0	131	82	0	6
DYNC1I2	2635	9920	2635	7653	8035	2643	8512
DYNC1LI1	966	6479	966	5119	5533	1508	6310
DYNC1LI2	271	4431	271	2280	2180	1309	3401
DYNC2H1	0	162	0	0	0	0	49
DYNC2LI1	0	444	0	409	294	2	430
DYNLL1	2708	10763	2708	9860	11587	5011	10042
DYNLL2	1465	4280	1465	4499	3078	1007	4173
DYNLRB1	2855	4419	2855	5967	4782	3691	4536
DYNLRB2	0	0	0	0	0	0	0
DYNLT1	158	1782	158	950	896	435	968
DYNLT3	309	3280	309	1419	3005	1527	3320
DYRK1A	509	6053	509	3396	4837	1466	6243
DYRK1B	1	299	1	112	77	0	266
DYRK2	2	1890	2	809	1021	536	1259
DYRK3	146	1	146	183	249	0	0
DYRK4	1	663	1	661	1026	161	631
DYSF	747	2140	747	1994	2522	1460	2555
DYTN	0	0	0	0	0	0	0
DZANK1	4	0	4	56	21	0	51
DZIP1	4	195	4	75	139	0	118
DZIP1L	1	373	1	161	174	0	275
DZIP3	227	1130	227	177	81	2	511
E2F1	1133	1641	1133	2614	2712	325	1503
E2F2	712	1292	712	1135	1272	222	1490
E2F3	2675	4490	2675	3566	4843	2716	3901
E2F4	1110	1796	1110	2563	1877	855	2449
E2F5	0	0	0	15	123	0	0
E2F6	199	920	199	1142	1379	623	1350
E2F7	0	439	0	609	224	480	202
E2F8	0	525	0	802	867	248	1074
E4F1	171	626	171	609	93	517	1201
EAF1	3634	9500	3634	8005	8219	4806	10255
EAF2	92	2548	92	1629	1815	805	1800
EAPP	256	2350	256	1782	1370	1661	2296
EARS2	133	1479	133	901	1046	213	818
EBAG9	832	1098	832	943	892	640	895
EBF1	2	0	2	83	1	5	1
EBF2	0	0	0	0	0	0	0
EBF3	0	0	0	0	66	85	96
EBF4	0	0	0	0	0	0	0
EBI3	107	3427	107	1242	1580	1397	2769
EBLN1	0	0	0	0	0	0	0
EBLN2	0	86	0	0	0	246	0
EBLN3P	1	864	1	813	657	283	1194
EBNA1BP2	4781	10144	4781	10367	11821	3720	10813
EBP	5392	10699	5392	9892	10358	4154	10660
EBPL	0	606	0	747	982	1	664
ECD	388	1599	388	1077	1244	204	946
ECE1	11	3	11	13	2	1	40
ECE2	0	0	0	0	0	0	0
ECEL1	0	0	0	0	0	0	0
ECEL1P2	0	0	0	2	5	0	35
ECH1	1654	3708	1654	3952	2548	1591	3686
ECHDC1	1120	4100	1120	3430	4119	857	4487
ECHDC2	543	974	543	364	265	0	573
ECHDC3	0	231	0	323	295	0	327
ECHS1	1161	2909	1161	2951	2623	1305	3076
ECI1	881	526	881	785	476	595	787
ECI2	1083	1837	1083	1248	1724	1312	2270
ECM1	1529	475	1529	3803	3108	558	474
ECM2	0	0	0	86	0	0	0
ECPAS	3848	10454	3848	8649	7013	3817	9685
